Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2020-01-02,72.53850555419922,75.0875015258789,75.1500015258789,73.79750061035156,74.05999755859375,135480400
2020-01-03,71.83329772949219,74.35749816894531,75.1449966430664,74.125,74.2874984741211,146322800
2020-01-06,72.40569305419922,74.94999694824219,74.98999786376953,73.1875,73.44750213623047,118387200
2020-01-07,72.06513214111328,74.59750366210938,75.2249984741211,74.37000274658203,74.95999908447266,108872000
2020-01-08,73.22439575195312,75.79750061035156,76.11000061035156,74.29000091552734,74.29000091552734,132079200
2020-01-09,74.7797622680664,77.40750122070312,77.60749816894531,76.55000305175781,76.80999755859375,170108400
2020-01-10,74.94880676269531,77.5824966430664,78.1675033569336,77.0625,77.6500015258789,140644800
2020-01-13,76.55004119873047,79.23999786376953,79.26750183105469,77.7874984741211,77.91000366210938,121532000
2020-01-14,75.516357421875,78.16999816894531,79.39250183105469,78.0425033569336,79.17500305175781,161954400
2020-01-15,75.19274139404297,77.83499908447266,78.875,77.38749694824219,77.9625015258789,121923600
2020-01-16,76.13465118408203,78.80999755859375,78.92500305175781,78.02249908447266,78.39749908447266,108829200
2020-01-17,76.9775390625,79.68250274658203,79.68499755859375,78.75,79.06749725341797,137816400
2020-01-21,76.45586395263672,79.14250183105469,79.75499725341797,79.0,79.29750061035156,110843200
2020-01-22,76.72877502441406,79.42500305175781,79.99749755859375,79.32749938964844,79.6449966430664,101832400
2020-01-23,77.09827423095703,79.80750274658203,79.88999938964844,78.9124984741211,79.4800033569336,104472000
2020-01-24,76.87608337402344,79.57749938964844,80.8324966430664,79.37999725341797,80.0625,146537600
2020-01-27,74.61552429199219,77.23750305175781,77.94249725341797,76.22000122070312,77.51499938964844,161940000
2020-01-28,76.7263412475586,79.42250061035156,79.5999984741211,78.04750061035156,78.1500015258789,162234000
2020-01-29,78.33240509033203,81.08499908447266,81.9625015258789,80.34500122070312,81.11250305175781,216229200
2020-01-30,78.21890258789062,80.96749877929688,81.02249908447266,79.6875,80.13500213623047,126743200
2020-01-31,74.75077819824219,77.37750244140625,80.66999816894531,77.07250213623047,80.23249816894531,199588400
2020-02-03,74.54548645019531,77.16500091552734,78.37249755859375,75.55500030517578,76.07499694824219,173788400
2020-02-04,77.00650787353516,79.7125015258789,79.91000366210938,78.40750122070312,78.82749938964844,136616400
2020-02-05,77.6344223022461,80.36250305175781,81.19000244140625,79.73750305175781,80.87999725341797,118826800
2020-02-06,78.54254150390625,81.30249786376953,81.30500030517578,80.06500244140625,80.64250183105469,105425600
2020-02-07,77.47492218017578,80.00749969482422,80.8499984741211,79.5,80.59249877929688,117684000
2020-02-10,77.84290313720703,80.38749694824219,80.38749694824219,78.4625015258789,78.54499816894531,109348800
2020-02-11,77.37326049804688,79.90249633789062,80.9749984741211,79.67749786376953,80.9000015258789,94323200
2020-02-12,79.21067810058594,81.80000305175781,81.80500030517578,80.36750030517578,80.36750030517578,113730400
2020-02-13,78.6466293334961,81.21749877929688,81.55500030517578,80.8375015258789,81.04750061035156,94747600
2020-02-14,78.6659927368164,81.23750305175781,81.49500274658203,80.7125015258789,81.18499755859375,80113600
2020-02-18,77.22557830810547,79.75,79.9375,78.65249633789062,78.83999633789062,152531200
2020-02-19,78.34404754638672,80.90499877929688,81.14250183105469,80.0,80.0,93984000
2020-02-20,77.54029083251953,80.07499694824219,81.1624984741211,79.55249786376953,80.65750122070312,100566000
2020-02-21,75.78514099121094,78.26249694824219,80.11250305175781,77.625,79.65499877929688,129554000
2020-02-24,72.18534088134766,74.54499816894531,76.04499816894531,72.30750274658203,74.31500244140625,222195200
2020-02-25,69.7402572631836,72.0199966430664,75.63249969482422,71.53250122070312,75.23750305175781,230673600
2020-02-26,70.84660339355469,73.1624984741211,74.47000122070312,71.625,71.63249969482422,198054800
2020-02-27,66.21550750732422,68.37999725341797,71.5,68.23999786376953,70.2750015258789,320605600
2020-02-28,66.17675018310547,68.33999633789062,69.60250091552734,64.09249877929688,64.31500244140625,426510000
2020-03-02,72.33782958984375,74.70249938964844,75.36000061035156,69.43000030517578,70.56999969482422,341397200
2020-03-03,70.04045867919922,72.33000183105469,76.0,71.44999694824219,75.9175033569336,319475600
2020-03-04,73.28925323486328,75.68499755859375,75.8499984741211,73.28250122070312,74.11000061035156,219178400
2020-03-05,70.91197967529297,73.2300033569336,74.88749694824219,72.85250091552734,73.87999725341797,187572800
2020-03-06,69.97024536132812,72.25749969482422,72.70500183105469,70.30750274658203,70.5,226176800
2020-03-09,64.43614959716797,66.5425033569336,69.52249908447266,65.75,65.9375,286744800
2020-03-10,69.07695007324219,71.33499908447266,71.61000061035156,67.34249877929688,69.28500366210938,285290000
2020-03-11,66.67787170410156,68.85749816894531,70.30500030517578,67.96499633789062,69.34750366210938,255598800
2020-03-12,60.093109130859375,62.057498931884766,67.5,62.0,63.98500061035156,418474000
2020-03-13,67.29277038574219,69.49250030517578,69.9800033569336,63.23749923706055,66.22250366210938,370732000
2020-03-16,58.63575744628906,60.5525016784668,64.7699966430664,60.0,60.48749923706055,322423600
2020-03-17,61.2139892578125,63.21500015258789,64.40249633789062,59.599998474121094,61.877498626708984,324056000
2020-03-18,59.715457916259766,61.66749954223633,62.5,59.279998779296875,59.942501068115234,300233600
2020-03-19,59.25791931152344,61.19499969482422,63.209999084472656,60.65250015258789,61.84749984741211,271857200
2020-03-20,55.49589920043945,57.310001373291016,62.95750045776367,57.0,61.79499816894531,401693200
2020-03-23,54.31694030761719,56.092498779296875,57.125,53.15250015258789,57.02000045776367,336752800
2020-03-24,59.76631164550781,61.720001220703125,61.92250061035156,58.57500076293945,59.09000015258789,287531200
2020-03-25,59.43707275390625,61.380001068115234,64.5625,61.07500076293945,62.6875,303602000
2020-03-26,62.56483840942383,64.61000061035156,64.66999816894531,61.59000015258789,61.630001068115234,252087200
2020-03-27,59.97450637817383,61.935001373291016,63.967498779296875,61.76250076293945,63.1875,204216800
2020-03-30,61.6860466003418,63.70249938964844,63.880001068115234,62.349998474121094,62.685001373291016,167976400
2020-03-31,61.560157775878906,63.5724983215332,65.62249755859375,63.0,63.900001525878906,197002000
2020-04-01,58.32105255126953,60.227500915527344,62.18000030517578,59.782501220703125,61.625,176218400
2020-04-02,59.29423904418945,61.23249816894531,61.287498474121094,59.224998474121094,60.084999084472656,165934000
2020-04-03,58.44209289550781,60.352500915527344,61.42499923706055,59.74250030517578,60.70000076293945,129880000
2020-04-06,63.540428161621094,65.61750030517578,65.77749633789062,62.345001220703125,62.724998474121094,201820400
2020-04-07,62.80448532104492,64.85749816894531,67.92500305175781,64.75,67.69999694824219,202887200
2020-04-08,64.41195678710938,66.51750183105469,66.84249877929688,65.30750274658203,65.68499755859375,168895200
2020-04-09,64.8767318725586,66.99749755859375,67.51750183105469,66.17500305175781,67.17500305175781,161834800
2020-04-13,66.1501235961914,68.3125,68.42500305175781,66.4574966430664,67.07749938964844,131022800
2020-04-14,69.49089813232422,71.76249694824219,72.0625,69.51249694824219,70.0,194994800
2020-04-15,68.85664367675781,71.10749816894531,71.5824966430664,70.15750122070312,70.5999984741211,131154400
2020-04-16,69.40376281738281,71.67250061035156,72.05000305175781,70.5875015258789,71.84500122070312,157125200
2020-04-17,68.4620590209961,70.69999694824219,71.73750305175781,69.21499633789062,71.17250061035156,215250000
2020-04-20,67.041015625,69.23249816894531,70.41999816894531,69.2125015258789,69.48750305175781,130015200
2020-04-21,64.96874237060547,67.09249877929688,69.3125,66.35749816894531,69.06999969482422,180991600
2020-04-22,66.8400650024414,69.0250015258789,69.4749984741211,68.05000305175781,68.40249633789062,116862400
2020-04-23,66.58103942871094,68.75749969482422,70.4375,68.71749877929688,68.96749877929688,124814400
2020-04-24,68.5031967163086,70.74250030517578,70.75250244140625,69.25,69.30000305175781,126161200
2020-04-27,68.5516357421875,70.7925033569336,71.13500213623047,69.98750305175781,70.44999694824219,117087600
2020-04-28,67.4404296875,69.6449966430664,71.4574966430664,69.55000305175781,71.2699966430664,112004800
2020-04-29,69.6555404663086,71.93250274658203,72.4175033569336,70.97250366210938,71.18250274658203,137280800
2020-04-30,71.12499237060547,73.44999694824219,73.63249969482422,72.0875015258789,72.48999786376953,183064000
2020-05-01,69.97992706298828,72.26750183105469,74.75,71.4625015258789,71.5625,240616800
2020-05-04,70.97007751464844,73.29000091552734,73.42250061035156,71.58000183105469,72.2925033569336,133568000
2020-05-05,72.03524780273438,74.38999938964844,75.25,73.61499786376953,73.76499938964844,147751200
2020-05-06,72.77845764160156,75.15750122070312,75.80999755859375,74.71749877929688,75.11499786376953,142333600
2020-05-07,73.53133392333984,75.93499755859375,76.2925033569336,75.49250030517578,75.80500030517578,115215200
2020-05-08,75.28152465820312,77.53250122070312,77.5875015258789,76.07250213623047,76.41000366210938,133838400
2020-05-11,76.46607971191406,78.75250244140625,79.26249694824219,76.80999755859375,77.0250015258789,145946400
2020-05-12,75.59221649169922,77.85250091552734,79.92250061035156,77.72750091552734,79.4574966430664,162301200
2020-05-13,74.67951202392578,76.9124984741211,78.98750305175781,75.80249786376953,78.0374984741211,200622400
2020-05-14,75.1382827758789,77.38500213623047,77.44750213623047,75.38249969482422,76.12750244140625,158929200
2020-05-15,74.69406127929688,76.92749786376953,76.9749984741211,75.05249786376953,75.0875015258789,166348400
2020-05-18,76.45394897460938,78.73999786376953,79.125,77.58000183105469,78.2925033569336,135178400
2020-05-19,76.01214599609375,78.28500366210938,79.62999725341797,78.25250244140625,78.75749969482422,101729600
2020-05-20,77.49047088623047,79.80750274658203,79.87999725341797,79.12999725341797,79.16999816894531,111504800
2020-05-21,76.9127426147461,79.2125015258789,80.22250366210938,78.96749877929688,79.66500091552734,102688800
2020-05-22,77.40792846679688,79.72250366210938,79.80750274658203,78.8375015258789,78.94249725341797,81803200
2020-05-26,76.88359069824219,79.18250274658203,81.05999755859375,79.125,80.875,125522000
2020-05-27,77.21858215332031,79.52749633789062,79.67749786376953,78.27249908447266,79.03500366210938,112945200
2020-05-28,77.25255584716797,79.5625,80.86000061035156,78.90750122070312,79.19249725341797,133560800
2020-05-29,77.17730712890625,79.48500061035156,80.2874984741211,79.11750030517578,79.8125,153532400
2020-06-01,78.12644958496094,80.4625015258789,80.5875015258789,79.30249786376953,79.4375,80791200
2020-06-02,78.48812866210938,80.83499908447266,80.86000061035156,79.73249816894531,80.1875,87642800
2020-06-03,78.9201889038086,81.27999877929688,81.55000305175781,80.57499694824219,81.16500091552734,104491200
2020-06-04,78.24053955078125,80.58000183105469,81.40499877929688,80.19499969482422,81.09750366210938,87560400
2020-06-05,80.46890258789062,82.875,82.9375,80.80750274658203,80.8375015258789,137250400
2020-06-08,80.94467163085938,83.36499786376953,83.4000015258789,81.83000183105469,82.5625,95654400
2020-06-09,83.50074005126953,85.99749755859375,86.40249633789062,83.00250244140625,83.03500366210938,147712400
2020-06-10,85.64900970458984,88.20999908447266,88.69249725341797,86.52249908447266,86.9749984741211,166651600
2020-06-11,81.53697204589844,83.9749984741211,87.76499938964844,83.87000274658203,87.32749938964844,201662400
2020-06-12,82.24091339111328,84.69999694824219,86.94999694824219,83.55500030517578,86.18000030517578,200146000
2020-06-15,83.25799560546875,85.74749755859375,86.41999816894531,83.1449966430664,83.3125,138808800
2020-06-16,85.46450805664062,88.0199966430664,88.30000305175781,86.18000030517578,87.86499786376953,165428800
2020-06-17,85.34559631347656,87.89749908447266,88.8499984741211,87.77249908447266,88.7874984741211,114406400
2020-06-18,85.37955474853516,87.93250274658203,88.36250305175781,87.30500030517578,87.85250091552734,96820400
2020-06-19,84.89163970947266,87.43000030517578,89.13999938964844,86.2874984741211,88.66000366210938,264476000
2020-06-22,87.11273956298828,89.71749877929688,89.86499786376953,87.7874984741211,87.83499908447266,135445200
2020-06-23,88.97213745117188,91.63249969482422,93.09500122070312,90.56749725341797,91.0,212155600
2020-06-24,87.401611328125,90.01499938964844,92.19750213623047,89.62999725341797,91.25,192623200
2020-06-25,88.56192016601562,91.20999908447266,91.25,89.39250183105469,90.17500305175781,137522400
2020-06-26,85.84078216552734,88.40750122070312,91.33000183105469,88.25499725341797,91.10250091552734,205256800
2020-06-29,87.81912994384766,90.44499969482422,90.5425033569336,87.81999969482422,88.3125,130646000
2020-06-30,88.55221557617188,91.19999694824219,91.49500274658203,90.0,90.0199966430664,140223200
2020-07-01,88.38469696044922,91.02749633789062,91.83999633789062,90.97750091552734,91.27999877929688,110737200
2020-07-02,88.38469696044922,91.02749633789062,92.61750030517578,90.91000366210938,91.9625015258789,114041600
2020-07-06,90.7490005493164,93.4625015258789,93.94499969482422,92.46749877929688,92.5,118655600
2020-07-07,90.46745300292969,93.17250061035156,94.65499877929688,93.05750274658203,93.85250091552734,112424400
2020-07-08,92.5744400024414,95.34249877929688,95.375,94.08999633789062,94.18000030517578,117092000
2020-07-09,92.97254180908203,95.75250244140625,96.31749725341797,94.67250061035156,96.26249694824219,125642800
2020-07-10,93.13518524169922,95.91999816894531,95.9800033569336,94.70500183105469,95.33499908447266,90257200
2020-07-13,92.70550537109375,95.47750091552734,99.95500183105469,95.25749969482422,97.26499938964844,191649200
2020-07-14,94.2396469116211,97.05750274658203,97.25499725341797,93.87750244140625,94.83999633789062,170989200
2020-07-15,94.88777923583984,97.7249984741211,99.24749755859375,96.48999786376953,98.98999786376953,153198000
2020-07-16,93.72016906738281,96.52249908447266,97.40499877929688,95.90499877929688,96.5625,110577600
2020-07-17,93.53083801269531,96.32749938964844,97.14749908447266,95.83999633789062,96.98750305175781,92186800
2020-07-20,95.50188446044922,98.35749816894531,98.5,96.0625,96.4175033569336,90318000
2020-07-21,94.1838150024414,97.0,99.25,96.74250030517578,99.17250061035156,103433200
2020-07-22,94.44839477539062,97.27249908447266,97.9749984741211,96.60250091552734,96.69249725341797,89001600
2020-07-23,90.14942932128906,92.84500122070312,97.07749938964844,92.01000213623047,96.99749755859375,197004400
2020-07-24,89.9261245727539,92.61499786376953,92.97000122070312,89.1449966430664,90.98750305175781,185438800
2020-07-27,92.05738067626953,94.80999755859375,94.90499877929688,93.4800033569336,93.70999908447266,121214000
2020-07-28,90.54512023925781,93.25250244140625,94.55000305175781,93.24749755859375,94.36750030517578,103625600
2020-07-29,92.28071594238281,95.04000091552734,95.2300033569336,93.7125015258789,93.75,90329200
2020-07-30,93.3973159790039,96.19000244140625,96.29750061035156,93.76750183105469,94.1875,158130000
2020-07-31,103.17499542236328,106.26000213623047,106.41500091552734,100.82499694824219,102.88500213623047,374336800
2020-08-03,105.77471923828125,108.9375,111.63749694824219,107.89250183105469,108.19999694824219,308151200
2020-08-04,106.4811019897461,109.66500091552734,110.79000091552734,108.38749694824219,109.13249969482422,173071600
2020-08-05,106.8670654296875,110.0625,110.39250183105469,108.89749908447266,109.37750244140625,121776800
2020-08-06,110.59557342529297,113.90249633789062,114.4124984741211,109.79750061035156,110.40499877929688,202428800
2020-08-07,108.08111572265625,111.11250305175781,113.67500305175781,110.2925033569336,113.20500183105469,198045600
2020-08-10,109.65206146240234,112.72750091552734,113.7750015258789,110.0,112.5999984741211,212403600
2020-08-11,106.39100646972656,109.375,112.48249816894531,109.10749816894531,111.97000122070312,187902400
2020-08-12,109.92684173583984,113.01000213623047,113.2750015258789,110.29750061035156,110.49749755859375,165598000
2020-08-13,111.87227630615234,115.01000213623047,116.0425033569336,113.92749786376953,114.43000030517578,210082000
2020-08-14,111.77257537841797,114.90750122070312,115.0,113.04499816894531,114.83000183105469,165565200
2020-08-17,111.48076629638672,114.60749816894531,116.0875015258789,113.9625015258789,116.0625,119561600
2020-08-18,112.40971374511719,115.5625,116.0,114.00749969482422,114.35250091552734,105633600
2020-08-19,112.55074310302734,115.7074966430664,117.1624984741211,115.61000061035156,115.98249816894531,145538000
2020-08-20,115.04820251464844,118.2750015258789,118.39250183105469,115.73249816894531,115.75,126907200
2020-08-21,120.97689819335938,124.37000274658203,124.86750030517578,119.25,119.26249694824219,338054800
2020-08-24,122.423828125,125.85749816894531,128.78500366210938,123.9375,128.69749450683594,345937600
2020-08-25,121.41948699951172,124.82499694824219,125.18000030517578,123.05249786376953,124.69750213623047,211495600
